studentname,studentname,studentname,studentname,studentname,studentname,studentname,studentname,studentname,studentname,studentname,10thmark,12thmark,cutoff,Annualincome,community,extracurricularinfo,gender,age,numberofprojects,numberofresearchpapers,levelofresearchpapers,competitions,gatescore,grescore,gmatscore,catscore,toeflscore,ieltsscore,leetcodecount,codechefstars,languagesknown,onlinecourses,internship,preferredcountry,preferreddegree,preferredcourse
Zachary Boyle,S780153,Electronics,C,3rd,2028,7/3/1997,"23657 Allison Dam Suite 169
North Audrey, OH 42189",225.854.3101x0970,sheltonpaul@example.com,9.71,74,100,52,83685,ST,Arts,Female,31,8,0,Local,None,29,323,544,71,70,5,85,1,English,Udacity,Yes,Germany,M.Sc,AI
Joshua Martinez,S922975,Computer Science,B,4th,2026,12/19/1998,"939 Russell Ford
West Adamfort, SD 50290",001-823-674-3257x082,vhernandez@example.com,2.2,97,56,81,50038,ST,Sports,Male,22,5,0,Local,Hackathon,66,288,494,92,47,4,36,5,Spanish,Coursera,No,Australia,M.Tech,Machine Learning
Kim Walker,S308397,Computer Science,C,2nd,2026,4/2/1996,"USNV Blevins
FPO AE 91319",001-262-814-5846,mgreene@example.com,7.48,55,53,56,40441,SC,None,Other,27,5,5,National,None,83,286,442,1,5,0,17,0,Chinese,edX,No,Canada,M.Sc,Software Engineering
Brandy Turner,S486800,Data Science,A,2nd,2028,6/14/2004,"8141 Casey Spring Suite 858
Byrdside, MP 51263",574.573.8167x51630,malvarez@example.com,0.83,72,87,99,94795,SC,Music,Other,22,10,0,National,Hackathon,44,293,574,58,77,3,98,2,Spanish,Coursera,Yes,UK,MBA,Machine Learning
Sandra Garcia,S642089,Mechanical,B,3rd,2026,3/17/1998,"64214 Alfred Skyway Suite 400
Nicolestad, PR 28527",8759416783,benjaminwright@example.org,9.41,94,94,84,47794,ST,Sports,Male,22,8,1,International,Hackathon,82,320,354,94,111,5,59,0,English,Udacity,No,USA,M.Tech,Data Science
Travis Neal,S485439,Mechanical,C,2nd,2027,12/30/2000,"850 Bryant Corner Suite 129
Lake Toni, NJ 73826",851-454-1305x62437,ronald62@example.net,2.97,91,56,77,54120,ST,None,Other,31,0,2,Local,Hackathon,73,295,595,1,38,2,45,3,English,None,Yes,Australia,PhD,Data Science
Laura Ferguson,S667403,Electronics,B,4th,2027,7/11/2000,"1970 Timothy Fork
South Timothytown, TX 77266",764-486-1440x6344,stephen75@example.com,6.94,50,67,77,105857,ST,Music,Male,21,9,4,International,None,68,262,214,84,8,4,4,3,German,Udacity,Yes,Canada,PhD,Machine Learning
Mary Burton,S245735,Computer Science,B,3rd,2026,7/27/1997,"26665 Nancy Walk
Leroyfurt, PW 59332",862-467-4685x9266,ikim@example.com,1.24,63,82,80,110778,SC,Sports,Male,31,1,4,International,Quiz,42,263,514,44,4,8,56,5,German,edX,No,UK,M.Tech,AI
Michael Bean,S142768,Mechanical,B,2nd,2027,12/3/2002,"49185 Rodriguez Mission
Saraside, MT 29305",463-210-0126x00140,galexander@example.com,0.65,99,84,82,108212,ST,Sports,Male,18,8,5,International,Hackathon,44,293,219,76,5,4,61,2,English,Udacity,Yes,Australia,M.Tech,Machine Learning
Michael Hunt,S390393,Data Science,B,4th,2025,7/22/1997,"5256 Nelson Flats Apt. 456
Frankmouth, NY 34884",204-263-0263,josepatterson@example.net,7.89,88,70,92,67390,General,Music,Male,26,6,5,International,Quiz,19,310,474,40,116,1,80,0,Spanish,None,Yes,Canada,PhD,AI
Jonathan Harvey,S733982,Mechanical,B,4th,2026,5/11/1996,"4821 Campbell Keys
New Heather, MN 59930",493.802.1480x1731,briannacastro@example.org,9.23,57,61,89,96838,General,None,Female,20,9,5,Local,Coding Contest,68,306,740,78,97,5,15,4,Spanish,edX,Yes,Australia,M.Sc,Machine Learning
Sabrina Peterson,S230856,Computer Science,C,4th,2027,10/18/2002,"55153 Matthew Manor Suite 493
Lake Kathyland, NE 68407",5733347247,samantha61@example.net,9.84,98,55,84,110987,General,Sports,Male,23,8,5,International,None,82,318,527,10,96,1,56,0,French,edX,Yes,Germany,MBA,Machine Learning
John Pugh DDS,S552386,Data Science,B,1st,2028,12/30/2004,"979 Jennifer Freeway
Tuckerview, MD 38604",698.828.5665,mcguireethan@example.org,5.1,86,65,96,94561,OBC,Sports,Other,22,3,1,National,Hackathon,93,319,254,6,52,9,13,1,Spanish,Coursera,No,Canada,M.Sc,AI
Charles Johnson,S816238,Mechanical,C,3rd,2025,1/27/2002,"1642 Hopkins Glen Suite 584
Lake Bryanville, TN 09743",+1-540-768-5948x1708,icollins@example.com,1.13,54,77,62,90432,ST,Sports,Other,27,5,1,Local,Coding Contest,16,307,216,39,106,2,70,2,Chinese,Coursera,Yes,USA,PhD,AI
Gerald Brown,S562208,Electronics,B,3rd,2025,5/10/1996,"143 Dawn Terrace Suite 838
Lake Vincent, NH 43979",-8683,horneanthony@example.org,2.02,54,77,85,104077,OBC,Sports,Other,22,8,2,International,Coding Contest,10,334,333,46,95,5,59,5,English,edX,Yes,Germany,M.Tech,AI
Colleen Dixon,S329499,Mechanical,A,4th,2025,1/15/2000,"1589 Melanie Track Suite 444
Lake Sarah, OH 94499",(664)398-2000x65213,vmason@example.net,8.32,95,91,73,43771,SC,None,Male,28,8,3,International,None,71,278,788,62,117,5,24,3,German,edX,No,Germany,M.Tech,Machine Learning
Crystal Oneal,S688836,Mechanical,B,4th,2027,9/29/1998,"Unit 0273 Box 0364
DPO AP 40606",615.916.2260,stefanie08@example.com,8.85,72,56,85,94276,OBC,None,Female,18,1,1,National,Coding Contest,5,329,529,33,9,7,38,4,French,edX,Yes,USA,M.Tech,Machine Learning
Michelle Rojas,S507485,Mechanical,B,4th,2028,4/25/2006,"36075 Anthony Prairie Suite 115
Masonfurt, MP 03669",001-592-698-4335x7295,bwhitaker@example.net,5.13,91,86,71,95535,ST,None,Other,22,1,3,Local,Coding Contest,39,307,357,47,71,0,38,1,German,None,No,USA,PhD,Software Engineering
Samantha Mooney,S125173,Computer Science,B,2nd,2028,5/16/1999,"46379 James Cliff
East Lisa, TN 00604",8755641513,kimberly13@example.com,0.66,96,94,87,98320,General,Music,Male,21,5,5,Local,Quiz,88,289,790,97,41,9,93,2,French,edX,Yes,UK,MBA,AI
Heather Villa,S883473,Computer Science,C,2nd,2026,6/26/2006,"69487 Margaret Prairie Apt. 818
Hofurt, MP 03348",+1-455-829-1404x2657,camposmarcus@example.com,8.16,90,69,83,109551,SC,Music,Male,30,6,4,National,Coding Contest,15,300,690,23,18,1,17,3,English,edX,No,USA,M.Sc,AI
Kelsey Clark,S913465,Mechanical,C,2nd,2028,4/21/2000,"3139 Isaiah Oval Suite 178
Ashleyberg, MT 17154",001-949-353-1947x5371,markarmstrong@example.net,1.42,78,62,62,84768,ST,Music,Female,24,8,5,International,Coding Contest,27,329,568,14,42,1,58,4,French,edX,Yes,Australia,PhD,Software Engineering
Michael Greer MD,S841176,Computer Science,C,2nd,2027,9/28/1994,"4292 Sandra Harbors
East Jamieland, SD 26560",+1-451-222-0977x9382,gailbaker@example.com,7.77,92,62,72,59077,OBC,Sports,Other,21,0,5,National,Coding Contest,52,269,502,7,26,0,57,4,English,Udacity,Yes,UK,PhD,Software Engineering
Amber Wolfe,S582448,Mechanical,B,1st,2026,12/21/2003,"5799 Monroe Flat Apt. 317
North Haley, GA 87028",(736)450-6120x8598,jessica28@example.com,9.83,51,78,58,42982,General,None,Female,19,0,1,National,None,55,271,613,72,47,4,83,4,English,Udacity,Yes,Australia,M.Sc,Data Science
Stacey Cooper,S724141,Computer Science,C,2nd,2027,10/6/1993,"3864 Samuel Lodge
South Benjaminland, AR 23132",779-245-6818,richardevans@example.net,5.4,95,69,90,97114,ST,Sports,Other,28,0,3,Local,Hackathon,27,270,369,68,55,8,95,4,English,Udacity,No,Australia,PhD,AI
Jennifer Medina,S202336,Data Science,C,2nd,2028,6/13/1999,"32699 Jennifer Ranch
West Andrew, AR 90922",626-497-5593x3728,logancrystal@example.net,6.25,72,55,69,63877,General,Arts,Female,21,0,2,Local,Hackathon,37,274,780,27,12,4,54,5,Chinese,None,Yes,Germany,M.Tech,Machine Learning
Eric Ball,S950921,Data Science,C,4th,2027,12/2/2001,"176 Jeremy Parkways
Grahamland, NY 21432",850.946.4293x344,trevor65@example.net,0.16,78,59,50,45410,General,Arts,Other,23,10,2,International,Coding Contest,72,320,364,38,86,9,37,3,Chinese,edX,Yes,USA,MBA,Machine Learning
Edwin Rivera,S806614,Computer Science,C,1st,2026,11/24/1999,"548 Williams Trail
Mitchellside, CA 41846",-7927,iperry@example.net,9.23,96,67,59,61839,ST,Arts,Other,23,5,1,Local,Hackathon,39,334,647,72,9,7,4,2,Spanish,edX,Yes,Canada,M.Sc,Machine Learning
Bruce Gamble,S663955,Computer Science,A,4th,2025,6/1/2005,"47153 Stewart Vista Suite 468
Lake Kimberly, ND 61260",720-813-4264,stevenpearson@example.com,6.94,85,78,84,75059,OBC,Arts,Male,28,7,3,Local,Quiz,85,280,488,89,111,5,75,2,Chinese,Udacity,No,Germany,M.Sc,Software Engineering
Colton Stevens,S689617,Data Science,B,3rd,2025,10/12/2002,"0050 Yu Park
Smithhaven, NM 99664",269-944-8996,mrandall@example.org,7.39,82,85,98,107185,OBC,Sports,Male,18,6,0,Local,Coding Contest,34,305,368,64,87,9,40,3,Chinese,None,No,USA,MBA,Software Engineering
Angel Tran,S646342,Computer Science,C,4th,2026,7/31/2003,"6706 Morris Harbor Suite 104
East Steveland, GU 50212",(301)922-9667,michele89@example.com,3.12,87,75,61,48070,SC,None,Female,23,0,0,Local,Hackathon,20,275,596,13,40,6,45,1,German,Coursera,Yes,Germany,M.Sc,AI
Jonathan Rice,S920920,Data Science,C,4th,2026,11/4/2001,"999 Bryan Grove Suite 761
Josephchester, ME 27540",001-510-600-1734x43156,djones@example.org,4.02,63,52,59,88470,OBC,None,Other,29,3,1,National,None,38,261,476,25,25,4,42,5,English,Udacity,Yes,Australia,MBA,Machine Learning
Bryan Hernandez,S510349,Computer Science,B,1st,2026,7/13/2004,"7943 Henderson Field
South Jason, NM 54326",703-940-4113x535,victorkeller@example.com,4.42,76,89,70,81557,OBC,Arts,Other,25,9,0,Local,Coding Contest,36,338,653,83,67,9,25,5,French,edX,Yes,Canada,PhD,Machine Learning
Michelle Collins,S456331,Electronics,C,4th,2025,4/6/1994,"99922 Sims Vista Suite 263
North Tammy, NV 86823",+1-529-947-3724x94159,vwilliams@example.net,4.61,64,62,76,48351,OBC,None,Male,19,3,2,International,Coding Contest,11,273,393,64,46,0,16,3,Chinese,Coursera,No,USA,M.Tech,Data Science
Lisa Stewart,S311813,Data Science,A,1st,2028,1/4/2000,"9132 Jennifer Corners Suite 403
Leslieside, RI 59923",+1-423-806-2788x022,bhernandez@example.com,1.32,54,50,67,102178,ST,Music,Other,19,0,4,International,Hackathon,95,325,267,83,2,2,98,2,French,Coursera,Yes,UK,PhD,Data Science
Kayla Ortiz,S182257,Data Science,A,4th,2028,7/4/1997,"4418 Nelson Mission Apt. 878
Pierceview, KY 07357",001-912-725-6853x4153,fhernandez@example.net,0.97,55,96,87,45306,SC,Sports,Female,30,0,5,International,None,98,288,207,96,92,1,76,0,English,None,No,UK,PhD,AI
Raymond Banks,S845109,Computer Science,A,2nd,2025,7/6/2006,"Unit 3478 Box 6991
DPO AE 04374",326.834.2905x131,wpatrick@example.net,7.52,73,74,65,49547,General,Music,Other,22,5,4,International,Quiz,49,325,462,27,19,2,8,4,Spanish,Udacity,Yes,Australia,PhD,Data Science
William Collins,S541138,Mechanical,C,1st,2027,11/8/1997,"19019 Martin Meadow
Lisashire, NV 13279",(728)951-7917x6161,ivelez@example.net,5.36,51,67,67,43688,ST,Sports,Male,28,3,0,International,Quiz,6,333,483,48,91,8,23,2,English,Udacity,No,UK,M.Sc,AI
Sarah Prince,S188336,Electronics,C,4th,2025,5/31/1997,"0122 Williams Wells
Port Stephanieport, MS 75731",001-897-594-6817x22190,valerie57@example.net,0.74,82,91,66,83235,OBC,Music,Male,20,2,0,Local,Quiz,75,282,799,19,40,6,85,1,Spanish,Udacity,Yes,Canada,PhD,Machine Learning
Anthony Horton,S548171,Data Science,B,4th,2025,2/25/2002,"PSC 0396, Box 9075
APO AA 77987",569-315-0472x233,evelyn60@example.org,7.44,55,79,94,116155,ST,Music,Male,24,3,1,National,None,73,325,294,42,73,3,82,5,Spanish,None,Yes,Australia,M.Sc,Machine Learning
Elizabeth Bryant,S353012,Data Science,A,4th,2026,12/18/1997,"Unit 2882 Box 5893
DPO AP 49890",7745333842,devinsmith@example.net,4.64,70,59,81,57811,SC,Arts,Male,23,3,4,National,None,59,292,752,47,82,6,38,0,English,None,Yes,Germany,PhD,Machine Learning
Thomas Marshall,S639521,Data Science,C,4th,2028,6/9/1994,"08039 Hudson Stravenue Apt. 018
West Amanda, DC 17824",(815)604-7216,wpierce@example.net,9.82,94,76,67,74800,General,Arts,Male,31,1,2,National,Hackathon,82,317,483,43,65,7,43,4,Chinese,Coursera,No,Germany,PhD,Data Science
Craig Hall,S185519,Electronics,C,3rd,2027,11/19/2004,"14582 Timothy Circle
Jermainemouth, VI 89704",(344)200-4829x57585,solomonkenneth@example.net,0.62,56,90,57,40689,SC,Arts,Male,25,0,5,National,Hackathon,33,334,609,46,22,8,81,3,Chinese,Udacity,Yes,Germany,PhD,Machine Learning
Heather Atkins,S421143,Computer Science,A,4th,2028,9/2/2004,"70353 Guzman Shoal Suite 768
Lake Brendahaven, NM 69759",3646110984,mariah43@example.com,0.88,82,51,70,93474,ST,Sports,Other,24,5,1,International,Hackathon,79,263,237,0,26,1,4,1,English,None,Yes,UK,M.Tech,Data Science
Kathleen Porter,S461382,Data Science,C,2nd,2025,7/9/1996,"99271 Andrew Parks
Brooksfurt, RI 11173",(668)799-8683,josephwilcox@example.com,3.05,100,87,56,64643,ST,Music,Other,29,3,3,Local,Coding Contest,17,280,700,91,72,6,85,3,English,edX,Yes,UK,MBA,Machine Learning
Johnny Schmidt MD,S661327,Data Science,C,1st,2025,10/23/1993,"036 Myers Park
Jennifermouth, SD 54510",001-581-523-0312x01681,maria79@example.org,1.42,74,81,98,37669,OBC,Sports,Female,30,4,4,National,Coding Contest,37,282,783,92,6,6,19,1,Chinese,edX,Yes,Canada,M.Sc,Software Engineering
John Meyers,S687860,Computer Science,C,3rd,2027,1/6/1998,"Unit 1295 Box 3821
DPO AA 63399",568-288-8784x219,angela06@example.org,9.91,92,63,90,34571,SC,None,Male,27,6,0,International,None,49,325,736,5,28,7,23,0,English,Coursera,Yes,Australia,PhD,AI
Leslie Glenn,S894221,Electronics,C,1st,2026,3/15/2002,"63994 William Causeway Suite 752
Powershaven, MI 36596",(388)441-6489,pruittebony@example.org,9,71,54,60,45999,SC,Music,Male,29,2,2,International,Hackathon,53,333,307,5,4,0,69,3,German,Coursera,No,UK,M.Sc,Software Engineering
Kyle Bauer,S763606,Computer Science,B,3rd,2027,7/27/2001,"663 Rebecca Light
East Rhondafort, VT 03682",001-759-859-0963x90738,andrew58@example.org,1.25,56,55,51,83497,OBC,Music,Male,22,8,4,International,Hackathon,59,275,684,4,9,1,34,5,German,Coursera,No,Germany,M.Tech,AI
Taylor Thomas,S291273,Data Science,C,1st,2025,1/11/2001,"33835 Tammy Extension Apt. 320
Austinview, CT 51251",599-860-0223,rodney82@example.net,2.85,77,98,98,47988,General,Sports,Other,29,5,1,International,None,71,327,303,8,43,6,28,4,Chinese,Udacity,No,Canada,M.Sc,Machine Learning
Jonathan Sanders,S252357,Data Science,C,2nd,2026,10/21/1996,"06196 Ortiz Rapids Suite 423
East Sarah, NC 29106",001-301-253-2005x8876,alexanderbrown@example.com,3.49,92,82,98,62340,SC,Sports,Female,25,0,1,Local,Hackathon,70,280,679,63,67,0,36,3,Spanish,Udacity,No,Canada,M.Sc,AI
Robert Mendoza,S265227,Computer Science,A,3rd,2028,11/6/2001,"11498 Shaw Roads
Anatown, DC 75901",5536697624,zlambert@example.org,5.24,78,97,76,48297,OBC,Arts,Female,22,8,0,International,Coding Contest,9,272,767,13,109,8,35,5,Spanish,None,No,USA,M.Sc,Software Engineering
Nicholas Martin,S736763,Electronics,B,2nd,2027,2/10/1999,"4689 Charles Throughway Apt. 930
New Mollymouth, GA 22284",(754)461-8263x2042,renee32@example.com,2.07,79,94,89,35830,OBC,Sports,Male,19,8,0,Local,Quiz,5,265,485,39,82,1,71,4,English,Coursera,Yes,Germany,PhD,Data Science
Ryan Hunt,S905505,Mechanical,C,4th,2028,8/19/1998,"44148 White Lights
South Bettyton, LA 58015",933-208-2848x2450,thomas17@example.com,3.62,57,58,94,101059,ST,None,Female,26,9,4,Local,Coding Contest,61,269,619,59,43,2,67,5,Chinese,edX,No,Canada,M.Sc,Software Engineering
Michelle Kelly,S304696,Electronics,C,3rd,2027,4/27/1996,"84299 Michael Hills Apt. 193
New Phillip, GA 29671",001-339-587-9004x5586,rosariodylan@example.com,3.26,79,74,51,108913,SC,Arts,Male,29,9,2,Local,Hackathon,82,276,602,35,29,4,88,0,Spanish,None,Yes,Canada,PhD,Data Science
Jorge Smith,S484052,Computer Science,A,2nd,2028,7/13/2004,"49649 Thomas Drives
Jonathantown, MH 46436",717-741-3980,ffitzgerald@example.org,3.76,54,92,73,61262,General,None,Female,20,4,1,Local,None,0,293,264,93,8,1,34,3,English,None,No,UK,PhD,Machine Learning
Eric Coffey,S426578,Electronics,C,1st,2025,1/28/2003,"4316 Blevins Lock
Amyborough, MP 47200",001-875-863-1945x919,ramosstephanie@example.org,5.41,91,77,55,63921,OBC,Arts,Other,30,10,2,Local,Quiz,51,336,409,87,51,6,0,0,German,None,Yes,Canada,PhD,Data Science
Karen Ryan,S433073,Computer Science,A,2nd,2028,2/27/2001,"48091 Bishop Villages
Davidshire, NM 82650",658-766-9124x882,cpadilla@example.org,8.54,56,73,88,41445,ST,None,Female,21,6,4,National,Hackathon,6,339,555,15,61,2,22,2,Spanish,edX,No,Australia,MBA,Machine Learning
Jodi Schmidt,S196605,Electronics,C,4th,2027,2/22/1998,"USNS Brown
FPO AP 03572",411-752-7440x37815,davidduarte@example.com,4.23,62,85,92,104551,SC,Music,Other,23,0,4,International,Quiz,69,311,616,48,86,0,100,1,Chinese,edX,Yes,Australia,M.Sc,Data Science
Noah Mcclure,S474662,Computer Science,C,3rd,2026,4/26/2006,"514 Ariel Spur Suite 738
Port Christopher, CA 82025",001-755-221-8418x4252,goodwinchristopher@example.com,2.61,91,54,72,101534,ST,Music,Female,24,3,3,Local,Coding Contest,10,321,579,62,61,0,99,5,German,None,Yes,Canada,MBA,AI
Paul Ramos,S168207,Data Science,A,4th,2027,6/12/1997,"81307 Sean Summit Apt. 608
New Jacob, ME 01822",778.557.7515x305,davidsonmelissa@example.org,7.56,89,57,67,33262,SC,None,Female,20,2,1,International,Coding Contest,59,264,321,67,102,3,76,4,Spanish,Udacity,Yes,Australia,M.Sc,AI
Christopher Rodriguez,S202468,Electronics,C,1st,2027,11/20/1999,"74697 Debra Run Apt. 537
West Kathleenton, MS 86655",344-992-0802x489,powens@example.net,7.96,52,58,51,33712,General,Arts,Male,28,2,2,International,None,91,266,702,56,79,4,96,0,English,edX,No,Australia,MBA,Data Science
Kevin Myers,S974730,Computer Science,A,3rd,2028,6/5/1995,"7537 Sandoval Track
Lake Melissa, OH 47158",843-269-1908x5366,martinezchristine@example.net,4.56,53,98,84,42905,ST,None,Male,31,4,0,International,Coding Contest,55,281,391,71,66,9,1,1,English,None,No,Germany,M.Tech,AI
Cameron Huang,S530312,Computer Science,A,2nd,2026,6/2/2000,"433 Henderson Brook
Porterberg, AS 09319",446-678-9212,stevenadams@example.com,3.7,74,98,53,50488,OBC,Music,Female,30,2,5,International,Coding Contest,22,305,717,18,75,1,85,3,Spanish,edX,No,Canada,MBA,AI
Gloria Hayes,S157736,Electronics,B,1st,2025,2/10/2003,"7439 Edward Crossroad Apt. 924
West William, IA 81092",(801)535-6497x94185,nrodriguez@example.com,9.9,89,52,63,56594,General,Music,Other,25,10,0,National,Quiz,41,264,269,54,114,3,19,5,Chinese,edX,Yes,USA,M.Tech,AI
Katherine Smith,S458970,Data Science,B,3rd,2026,2/25/2001,"7607 James Ways
Bishophaven, VA 87837",+1-715-641-6975x0402,silvaann@example.org,2.85,56,90,68,95203,OBC,Sports,Male,28,7,5,National,Quiz,55,336,687,57,32,1,12,5,English,None,Yes,Australia,PhD,AI
Lindsay Peterson MD,S645538,Data Science,C,1st,2026,5/19/1995,"24293 Owens Shoals Suite 207
East Sandra, PA 39727",(756)709-1891,jonshaffer@example.net,2.24,97,99,77,45496,General,None,Male,22,4,3,International,Quiz,35,268,576,82,110,5,79,5,English,None,No,USA,M.Sc,Machine Learning
Willie Cantu,S313354,Computer Science,A,3rd,2028,1/9/1996,"29413 Melissa Points Suite 481
Davidsonborough, VI 57811",(719)390-9543x201,michael24@example.com,7.34,73,84,86,93658,General,Sports,Other,27,2,0,Local,Hackathon,20,268,382,43,14,7,96,0,French,None,No,Canada,M.Tech,Data Science
Chase Miller,S623231,Data Science,A,3rd,2027,6/18/2004,"7792 Powell Loop
Port Carolynstad, KY 26111",3432591114,nathan62@example.net,2.97,67,58,50,118111,SC,Sports,Other,27,5,1,International,Coding Contest,71,304,204,61,21,0,15,1,German,Udacity,No,UK,M.Sc,Data Science
Shawn Adkins,S676176,Electronics,B,4th,2027,8/21/1995,"881 Ryan Inlet
South Kevin, NV 86134",557.790.8175x50466,marvin03@example.net,7.18,82,62,99,86858,OBC,Sports,Other,24,8,1,Local,Quiz,8,314,467,43,88,3,78,1,Spanish,None,No,UK,PhD,Data Science
Gabriel Lopez,S720306,Mechanical,A,1st,2026,3/12/2000,"78113 Ryan Forge
Boydville, OK 50167",(225)568-6451x303,howellbethany@example.com,3.26,61,86,82,110852,ST,Sports,Male,29,7,1,Local,None,34,272,566,50,63,4,20,2,Spanish,Udacity,No,USA,PhD,AI
Jennifer Anderson,S146304,Mechanical,B,2nd,2026,5/19/2001,"866 Susan Shores
New Victoria, MS 36211",4953836743,ebell@example.net,9.67,83,87,91,102153,General,Music,Other,31,0,0,National,Hackathon,30,291,694,61,17,6,14,5,Chinese,None,No,UK,M.Tech,Data Science
Claire Torres,S896990,Data Science,C,3rd,2026,10/11/1994,"168 Bates Ford
Lake Sethfurt, AR 81225",9289695652,kenneth59@example.org,1.27,53,51,70,65882,ST,Music,Female,31,7,4,National,Hackathon,55,269,496,35,20,9,94,2,Spanish,Coursera,Yes,Australia,M.Tech,AI
Brandi Long,S504693,Electronics,B,4th,2028,9/10/2003,"053 Sanchez Valleys
Hendricksburgh, NV 48589",606.261.8444x277,kaitlynmills@example.com,2.17,81,94,93,73725,General,None,Female,21,1,3,International,Quiz,68,274,337,69,29,9,5,4,Chinese,edX,Yes,USA,M.Tech,Machine Learning
Maria Torres,S319147,Electronics,B,2nd,2025,3/31/1996,"995 Baker Wall Apt. 001
South Isabella, DE 22766",247-642-0198,rochajonathan@example.org,6.95,94,63,99,78305,ST,None,Male,21,0,1,National,Hackathon,77,324,795,93,19,2,78,4,English,Udacity,No,Australia,M.Tech,Machine Learning
Ronald Brown,S787503,Computer Science,C,4th,2027,7/26/1994,"4646 Lewis Valleys Suite 223
Port Ashley, MA 58394",926-993-8219x1322,michelejohnson@example.net,5.22,65,87,94,53296,ST,Music,Male,20,9,4,National,Coding Contest,53,262,583,28,78,2,1,2,German,Coursera,Yes,Australia,M.Tech,Data Science
Tracy Grant,S910183,Electronics,B,4th,2028,8/10/1995,"45483 Martin Plaza
Michellechester, HI 65788",982-480-9129x0505,curtis44@example.com,9.78,76,58,89,67975,General,Arts,Female,22,7,3,International,None,11,306,587,86,40,8,95,4,German,Udacity,No,Australia,M.Tech,Machine Learning
Lacey Parker,S719581,Electronics,A,3rd,2025,8/25/1996,"00671 Sharon Loop
Lake Rebecca, PW 31354",580-732-4370,qortiz@example.com,7.09,99,66,79,36522,General,Music,Male,23,9,1,International,Coding Contest,2,275,582,76,53,7,18,2,German,edX,Yes,USA,M.Sc,AI
